RegionName,StateName,Metro,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,2013,2014,2015,2016,2017,2018,2019,2020
Dukes County,MA,Vineyard Haven,622940,624305,625735,627571,629969,632521,634944,637326,639924,643168,646081,648759,651114,653851,656627,659624,662117,664205,666082,667782,669248,670596,672276,674551,676824,678865,680755,682440,684454,687224,690698,693955,696888,699375,702204,704947,707753,710461,712943,715605,717990,720149,722047,724856,728153,731744,735002,737951,741701,745533,750851,755731,760887,764776,768555,771367,774623,777476,780759,784145,787339,790681,792676,795297,798627,802927,806657,809738,812325,814998,817209,819231,820869,822578,825031,827731,831277,835256,839657,844099,848242,852114,851502,850905,850327,852999,854940,856769,858027,859345,861219,864111,867912,872506,881277,890749,634436.9167,664006.0833,689885.75,780800.0833,764700.3333,803975.4167,837438.4167,864181.75
Humboldt County,NV,Winnemucca,132565,136885,140958,143000,145022,147296,150294,152927,154736,156062,157913,160529,162887,164861,166355,167853,169162,170492,171676,173312,176504,180044,182990,184638,186254,187941,189671,191468,193352,195457,197809,199715,200405,200695,201100,201999,202957,203768,204994,205879,206807,207456,208014,208747,209488,210546,211716,213051,213868,214721,215395,216581,217654,218863,220106,221413,222807,224276,225941,228028,230605,233320,235732,237850,239887,241669,243197,244340,245717,246687,247604,247817,247972,248239,248653,249089,248618,247897,247227,247264,247844,248311,247850,247279,246674,246442,245996,245530,245769,246278,246850,247037,246666,246541,247109,248039,148182.25,172564.5,195488.8333,224618.5,219971.0833,241202.0833,248020.25,246577.5833
Neosho County,KS,,,,,,,,,,,,,,,,,,,,,60352,60450,60642,60562,60143,59341,58868,58880,58924,58944,58979,58965,59175,59291,58931,58660,58699,59482,59806,59303,59090,59189,59492,59824,60035,59899,60205,60564,61320,61940,62777,64013,64536,64423,63756,63470,62875,62931,62762,63322,63533,63593,63413,62820,62349,62338,63129,63234,63483,63416,63722,63906,64153,64473,64654,65197,65918,66483,66594,66856,66957,67125,67027,66389,65725,65271,65366,65119,64792,64511,64370,64389,64538,64728,65058,65818,66712,0,25179.08333,58971.41667,64742.33333,63361.5,63296.33333,66116.5,65056
Telfair County,GA,,42551,42612,42920,43126,43297,43555,43835,44282,44729,44781,44783,44952,45270,45506,45627,45926,46262,46520,46757,46963,47112,47539,47855,48301,48459,48659,48797,48969,49155,49419,49517,49636,49743,49936,50271,50433,50605,50686,50846,51167,51398,51517,51700,51860,52127,52247,52285,52495,52939,53460,53911,53948,54049,54178,54396,54676,55024,55355,55746,56057,56340,56466,56538,56733,57050,57448,57873,58194,58324,58381,58580,58790,59068,59218,59450,59587,59816,60083,60445,60859,61313,61854,61855,61742,61475,61638,61798,62068,62228,62359,62426,62534,62734,62960,63565,64316,43785.25,46636.5,49416.16667,55780.5,54478.25,57559.75,60440.83333,62508.41667
Smith County,MS,,73890,73705,73566,73584,73595,73516,73664,73724,73823,73871,73969,74168,74523,75007,75320,75602,75853,76301,76500,76763,76970,77452,77842,78050,78095,78054,78231,78459,78765,78912,79044,79155,79262,79132,78977,79000,79043,79137,79228,79492,79745,79909,80146,80344,80585,80878,81236,81590,81942,82176,82279,82308,82392,82539,82752,82950,83131,83288,83424,83596,83915,84378,84817,84961,85050,85412,85668,86308,86855,87659,88117,88454,88811,89433,90217,90974,91615,92233,92815,93335,93718,94146,94807,95592,96291,96542,96729,97065,97467,97676,97892,97892,97980,97822,97593,97244,73756.25,76348.58333,78757.16667,86694.41667,82731.41667,85966.16667,92308,97349.41667
Benton County,TN,,71656,71707,71848,72004,72118,72210,72339,72482,72692,72916,73135,73353,73608,73922,74083,74212,74426,74860,75284,75555,75774,76080,76476,76864,77180,77516,77914,78379,78839,79062,79262,79546,79985,80300,80599,80900,81263,81592,81937,82263,82547,82881,83225,83594,83872,84326,84806,85361,85860,86354,86810,87328,87875,88515,89126,89680,90246,90629,90969,91186,91589,92056,92640,93170,93729,94218,94762,95312,95826,96375,96847,97287,97590,97769,98019,98281,98634,99078,99451,99937,100244,100796,101173,101646,101916,102443,102887,103334,103694,104004,104355,104635,105081,105352,105805,106219,72371.66667,75095.33333,79123.5,89880.58333,88714.83333,94484.25,99384.83333,104143.75
Mercer County,IL,Davenport-Moline-Rock Island,75854,75837,75802,76015,76231,76449,76446,76575,76637,76865,76945,77233,77635,78082,78451,78543,78712,78914,79394,79730,80165,80514,81099,81340,81437,81536,81801,82176,82325,82479,82665,83077,83576,83997,84261,84574,85143,85644,86294,86798,87529,88003,88416,88524,88510,88487,88703,89126,89336,89422,89319,89565,89827,90324,90667,91292,91912,92589,92890,93025,93137,93368,93625,93700,93819,93920,94091,94071,94037,94025,94169,94308,94459,94718,95122,95675,96239,96749,97279,97786,98277,98655,98585,98630,98697,98951,98993,98949,98885,98859,98838,98897,98992,99160,99666,100126,76407.41667,79381.58333,82825.33333,94645.91667,90847.33333,93855.83333,96847.83333,99084.41667
Pike County,IL,,,,,,,,,,,,59147,59310,59062,58706,58412,58118,58162,58115,58461,58651,58834,59174,59605,59901,60284,60769,61156,61565,61683,62120,62215,62614,62977,63314,63513,63498,63721,64126,64691,65433,65859,66063,65997,65946,66115,66094,66160,66413,66907,67283,67615,67795,68296,68772,69217,69536,69800,69997,70273,70283,70339,70332,70480,70431,70098,69769,69819,69869,70024,70098,70265,70421,70480,70613,70652,70883,71303,71755,72128,72529,72650,72655,72329,72383,72519,72740,72852,72949,72997,73050,73008,72991,73154,73476,74001,74306,9871.416667,58766.75,62142.33333,70843,68814.5,70162.08333,71696.66667,73170.25
Gogebic County,MI,,49549,49748,49918,49961,49839,49977,50117,50288,50335,50699,51225,51714,51689,51156,50859,50698,51019,51383,51799,52485,52789,53197,53059,53219,53543,54040,54454,54911,55377,55634,55676,55349,55436,55586,56098,56144,56241,56646,57248,57422,57384,57076,57142,56716,56619,56189,56149,56460,57124,57755,57956,58324,58617,59176,59512,60202,60682,61041,61198,61256,61450,61596,61897,62281,62614,63050,63340,63936,64405,65370,66056,66668,66772,67024,67312,67646,67995,68332,68739,68968,69146,69253,69091,68994,68882,68992,69087,69073,69108,69070,69115,69098,69245,69254,69657,70077,50280.83333,51946,55187.33333,61453,59403.58333,63555.25,68272.66667,69221.5
Dixie County,FL,,59451,59991,60639,61273,61878,62485,63179,63874,64447,64951,65465,66042,66526,66998,67465,68012,68476,68996,69492,70055,70531,71014,71509,72125,72910,73729,74589,75289,76044,76608,77199,77697,78323,78696,79194,79628,80340,80936,81475,82090,82751,83516,84141,84808,85500,86266,86843,87457,87687,88014,88169,88642,89046,89555,90132,90622,91049,91704,92511,93180,93803,94450,95296,96090,96777,97390,97662,98162,98524,99107,99406,99967,100260,100592,100816,100725,100583,100437,100731,101212,101707,101047,100258,99414,99615,99709,99623,99754,100032,100372,100592,100638,100821,101779,103033,104323,62806.25,69266.58333,76658.83333,90479.25,90025.91667,97219.5,100648.5,100857.5833
Radford City,VA,Blacksburg-Christiansburg-Radford,130757,130424,130123,130437,130790,131101,131388,131562,131725,131854,132044,132132,132424,132687,133028,133292,133515,133877,134205,134635,134982,135351,135668,136091,136371,136608,136750,137084,137538,138117,138698,139140,139450,139716,140036,140274,140641,141055,141560,141819,142045,141942,141960,142040,142450,142817,143274,143711,144229,144624,145074,145540,145838,146267,146543,147079,147439,147974,148479,149125,149551,149929,150140,150575,151074,151713,152338,152807,153124,153240,153644,154229,155049,155944,156901,157844,158707,159510,160388,161299,162009,162378,161782,161471,161344,161789,162002,162258,162755,163398,164198,165173,166599,168566,171384,174122,131194.75,134146.25,138315.1667,153799,146517.5833,151863.6667,159440.1667,165299
Torrance County,NM,Albuquerque,100789,100907,100587,100540,100425,100559,100231,100172,99851,100242,100062,99952,99693,99874,100229,100326,99726,99225,98961,98978,99316,98157,97773,97455,98980,99922,100605,100294,100270,99992,100641,101250,101914,102963,103569,104526,104545,104628,104645,105325,106233,106923,106695,106752,106184,106218,106002,105698,104185,103223,102439,102739,102613,102908,103539,103708,104704,105674,107547,109195,111339,111893,112846,113047,114267,115054,114321,113489,112063,111935,111418,110770,110381,110485,110740,110770,110828,110568,111137,112309,114129,114230,113761,113126,113112,113244,113228,113586,113656,114237,114964,115504,115820,117018,118842,121117,100359.75,99142.75,101243.8333,114531.1667,104372.8333,112703.5,111872,115360.6667
Lewis County,WV,,59183,58901,58547,58117,58084,58010,57808,57607,57490,57656,58041,58390,58690,58949,59298,59550,59584,59759,59799,60024,60008,60132,60153,60226,60545,61089,61656,61890,62090,62179,62270,62078,61991,62154,62555,62960,63449,63853,64216,64532,64598,64670,64597,64837,65270,65534,65886,66379,66971,67610,68324,69140,70540,72252,74636,76868,79125,80921,82143,82765,82528,82368,82105,82507,82663,82504,82050,81507,80935,80642,80416,80872,81500,82369,82890,83200,83209,83355,83600,84138,84471,84399,84537,84002,83777,83068,82987,82721,82686,82665,82612,82455,82508,82879,83227,83912,58152.83333,59681,61954.75,70065.08333,74274.58333,81758.08333,83472.5,82958.08333
Iowa County,IA,,124426,125047,125576,125930,126262,126883,127183,127392,127500,127722,128035,128571,129148,129722,130068,130528,130958,131440,131898,132406,132799,133302,133753,134056,134368,134594,134952,135348,135792,136234,136653,137037,137469,137873,138288,138611,138843,139192,139662,140066,140438,140810,141217,141647,142112,142542,142932,143306,143716,144161,144551,145027,145458,145860,146459,146979,147350,147562,147960,148523,149268,149838,150532,151146,151813,152329,152298,152502,152667,153245,153550,153977,154437,155075,155582,156065,156581,157260,158002,158763,159440,159947,160010,160286,160525,160972,161175,161422,161629,161788,162112,162303,162589,162818,163469,163847,126710.5833,131673.1667,136434.9167,152614.8333,146133.8333,151930.4167,157620.6667,162054.0833
Knott County,KY,,41484,41630,41725,41799,41859,41870,41836,41724,41658,41593,41591,41597,41718,41886,42077,42194,42321,42482,42589,42595,42842,43290,43807,44014,43740,43308,42913,42865,42930,43108,43505,44306,44984,45360,45451,45499,46044,46701,47570,48046,48371,48618,48755,48898,48484,48224,47785,47973,47698,47675,47420,47598,47678,47687,47748,47561,47739,47830,48486,49165,49913,50343,50629,50850,51154,51381,51400,51356,51467,51720,51923,51782,51703,51719,51806,51930,52180,52760,53714,54411,54969,55305,55459,55650,55743,56043,56357,56586,56693,56593,56293,56281,56229,56283,56359,56536,41697.16667,42651.25,43997.41667,51747.33333,47857.08333,51159.83333,53467.16667,56333
Clark County,IL,,70076,70375,70578,70772,71022,71290,71688,72073,72511,72749,72937,73038,73455,73907,74509,74744,74989,75141,75350,75427,75404,75514,75654,76048,75310,74583,73736,73976,74128,74333,74476,74770,75102,75506,75849,76151,76927,77765,78585,78974,79420,79814,80187,80460,80817,81085,81425,81689,82229,82650,83172,83470,83878,84305,84686,85063,85405,85754,86116,86370,86543,86736,86910,87060,87144,87243,87562,87906,88253,88564,88759,89123,89368,89697,89919,90203,90667,91168,91607,92028,92349,92776,92692,92576,92358,92394,92462,92554,92525,92479,92396,92334,92363,92343,92769,93174,71592.41667,75011.83333,74826.66667,86108.25,84424.83333,87650.25,91254.16667,92512.58333
Richland County,ND,Wahpeton,103268,103991,104771,105796,106706,107536,108207,108754,109369,109940,110387,110809,110631,110515,110279,110569,110806,111459,112317,113212,113622,113924,114318,114751,116083,117497,118865,119313,119642,119809,119958,120144,120458,120901,121270,121800,122036,122112,121942,121973,122289,122473,122681,122648,122774,122774,122907,122722,122104,121486,121482,121914,122349,122529,122669,122885,123041,123366,123590,123769,124452,125061,125622,125596,125588,125787,126063,126434,126909,127142,127328,127600,127623,127732,127730,128349,129276,130210,131024,131872,132871,133506,133337,132997,133124,133588,133892,133917,133726,133537,133457,133335,133088,133218,134009,134911,107461.1667,112200.25,119645,132594.25,122598.6667,126131.8333,130543.9167,133650.1667
Floyd County,IA,,87906,88158,88264,88461,88441,88457,88443,88507,88647,88840,89050,89284,89437,89674,90008,90403,90739,91000,91253,91483,91698,91998,92242,92526,92764,92984,93174,93348,93554,93811,93988,94206,94363,94571,94805,95064,95308,95590,95791,95979,96132,96332,96639,96948,97264,97235,97209,97161,97384,97561,97786,98019,98314,98612,98907,99090,99325,99630,100016,100341,100647,100947,101335,101682,101979,102175,102298,102511,102643,102897,103076,103389,103594,103914,104208,104534,104778,105028,105258,105655,106106,106566,106650,106710,106787,106970,107026,107066,107175,107321,107505,107529,107525,107435,107637,107794,88538.16667,91038.41667,93886,104387.6667,98748.75,102131.5833,105250.0833,107314.1667
Osage County,KS,Topeka,86662,87111,87527,87157,86891,86639,86875,86971,87272,87354,87528,87524,87654,87807,88073,88434,88730,89493,90164,90789,91029,91241,91396,91763,92022,92265,92398,92867,93390,93370,93241,93145,93202,93703,94230,94956,95414,96004,96610,96895,97154,97370,97551,97686,97772,97638,97612,97544,97640,97658,97702,97958,98239,98660,99173,99689,100420,101055,101616,102107,102665,103255,103756,104479,104984,105989,106622,107388,107664,108117,108539,108960,109123,109555,110033,110576,111250,111542,112228,112917,114129,114845,114877,114568,114594,114802,115013,115040,115124,115288,115384,115471,115416,115732,116648,117897,87125.91667,89714.41667,93232.41667,105017.1667,99326.41667,106034.8333,112136.9167,115534.0833
Rabun County,GA,,156930,157666,158375,159117,159903,160735,161681,162575,163355,164100,165104,166373,167733,168960,169968,170891,171748,172684,173608,174518,175309,176075,176855,177713,178462,179156,179926,180783,181732,182520,183228,183860,184511,185236,185998,186787,187711,188611,189610,190424,191215,192131,193152,194104,194864,195465,196195,196644,197153,197635,198184,198872,199314,199919,200454,201418,202495,203820,204710,205888,206944,208116,209035,209926,211286,212398,213557,214345,215275,215997,217036,218660,220173,221270,221959,222862,223650,224375,225039,226148,227123,228176,227835,226426,224783,224233,224409,224506,224674,225192,225963,226716,227724,228998,231549,234915,161326.1667,173005.1667,182683.25,208076.0833,200821.8333,212714.5833,224586.3333,226971.8333
Jackson Parish,LA,,74997,74986,74722,74902,75297,75817,76038,75963,76080,76233,76098,75697,75565,76007,76599,76856,77087,77295,77841,78318,78664,78959,79289,79835,80150,80349,80458,80790,80853,81027,81037,81435,81732,82096,82521,82906,83154,83436,83532,83819,84108,84511,84839,84828,85084,85186,85404,85617,85994,86229,86739,87457,88365,89088,89661,90416,90937,91404,91715,91971,92353,92448,92560,92540,92815,92855,92855,92996,93303,93848,94334,94923,95067,95188,95564,95563,95632,95491,95865,96090,96428,96675,96404,96048,95952,96403,96479,96862,97030,97540,97754,98032,98232,98450,99177,99981,75569.16667,77692.91667,81279.5,91368.66667,89164.66667,93152.5,95834.58333,97657.66667
Idaho County,ID,,135284,135955,136768,137804,138677,139407,140230,141320,140557,139638,138336,138718,139360,140059,140756,141498,142593,143669,144272,144599,145640,147222,149441,150758,151658,152118,152847,153506,154247,155334,156694,157932,159392,160898,162155,163036,163841,165123,166273,167362,168204,169016,170210,171581,172507,172773,172963,173896,175136,176165,177327,178542,180327,181596,182887,183848,185407,186968,188659,190134,191883,193632,194937,196256,197004,198292,198460,199127,199714,201526,202998,204152,204935,206017,207648,209629,211355,212757,213898,215420,216763,217674,217655,218036,218524,219631,220095,220321,220989,221839,223543,224839,226272,227510,229731,231959,138557.8333,144155.5833,156651.4167,183065.4167,182249.6667,198165.0833,212648.9167,223771.0833
Alleghany County,VA,,80088,79953,80122,80293,80120,80107,80072,80111,80054,80108,80326,80974,82177,82957,83436,83787,84658,85627,86618,88215,89627,90292,89961,89594,89376,89371,89319,89777,90333,90377,90689,90582,90933,91682,92771,93753,94068,94277,94638,94713,94754,95028,94911,95029,95057,95337,95555,95622,95848,96069,96471,96990,97454,97724,98044,98145,98286,97985,97943,97780,97884,97947,97978,98251,98326,98779,99073,99656,100052,100487,100856,101488,101987,102523,102982,103384,103862,104023,104309,104444,104674,105030,104808,104559,104198,104269,104243,104162,104184,104349,104553,104816,105149,105514,106362,107207,80194,86412.41667,90746.91667,102728.5,97394.91667,99231.41667,103882.0833,104917.1667
Brooks County,GA,Valdosta,75955,76375,76764,77036,77389,77772,78205,78632,79218,79809,80592,81152,81767,82319,82959,83461,83978,84441,84855,85173,85476,85835,86134,86533,86821,87157,87448,87962,88362,88840,89256,89784,90071,90420,90689,91061,91302,91617,91889,92208,92714,93318,93993,94547,95150,95730,96282,96902,97553,98312,98845,99346,99656,100064,100615,101286,102123,102781,103673,104372,105459,106174,107109,107936,108898,109734,110271,110680,110936,111334,111891,112607,113099,113315,113536,113635,114012,114382,114874,115585,116126,116705,116311,116080,115777,116268,116516,116940,117151,117451,117811,118090,118586,119082,120259,121339,78241.58333,84410.91667,88989.25,101392.75,100718.8333,109419.0833,114805,117939.1667
Kanabec County,MN,,129094,129391,129751,130000,129541,128953,128308,128209,128284,128562,128929,129269,129509,129784,130004,130284,130640,131044,131591,131858,131972,131824,131693,131544,131433,131465,131584,131759,132139,132534,132762,133116,133461,134075,134487,134923,135517,136039,136506,136804,137294,137813,138340,138769,139324,139922,140595,141261,141615,141974,142429,143431,144213,145012,145929,146814,147548,147894,148509,149414,150597,151759,152699,153367,154056,154767,155432,156086,156625,157457,158088,158712,159138,159991,160951,161949,162749,163617,164592,165833,167179,168325,168454,168432,168401,168719,168918,169145,169633,170139,170637,171016,171470,172088,173612,175289,129024.25,130978.9167,132811.5,149425.5833,145398.5,154970.4167,164267.5,170755.5833
Richland County,IL,,,,,,,,,,,,,,66943,67039,67380,68206,69252,70453,71586,72357,72821,73233,74065,74956,75586,76184,76624,76684,76498,76304,76278,76841,77098,77552,77250,77499,77913,78921,79815,80793,81401,81331,81103,80632,81501,82045,82795,82252,81963,81454,81431,81578,81965,82723,83276,83763,83861,84052,84250,84737,85128,85532,85657,85777,85994,86412,86882,87210,87164,87208,87259,87539,87680,87748,87882,88046,88490,88772,89063,89367,89737,89984,89788,89616,89554,89843,90043,90213,90120,90042,90022,90131,90458,90868,91637,92292,0,70690.91667,76699.83333,87333.41667,82921.08333,86480.16667,88847.75,90435.25
Vermillion County,IN,Terre Haute,51687,51890,52219,52564,53102,53612,53871,53941,53984,54054,54246,54472,54681,54885,55250,55590,55811,55822,55878,56142,56464,56801,56968,57192,57449,57750,57834,57910,57969,58132,58398,58670,58957,59123,59266,59375,59353,59389,59506,59861,60197,60498,60716,60762,60791,60887,61138,61445,61837,62213,62586,62784,63072,63351,63638,64036,64518,65068,65522,65920,66420,66901,67305,67621,67952,68438,68906,69314,69693,69909,70182,70433,70785,71306,71855,72363,72628,72845,73074,73386,73666,74099,74266,74490,74558,74694,74774,74977,75364,75736,76129,76484,76880,77245,77839,78447,53303.5,55957,58402.75,65326.5,63712.08333,68589.5,72896.91667,76093.91667
